freq,siec,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,RA100,GWH,AT	3530.954 	2898.883 	2694.896 	3733.446 	4446.346 	3889.653 	3200.412 	2632.686 	2654.213 	2356.859 	2516.831 	2662.116 	3047.295 	2482.810 	3504.866 	3749.613 	4108.149 	4738.599 	3855.324 	3579.939 	2971.900 	2628.923 	2985.450 	2624.248 	2574.128 	2731.786 	3065.789 	2974.071 	3627.649 	4224.384 	4358.982 	4031.532 	3877.899 	3608.060 	3070.446 	2590.365 	2474.653 	2795.160 	2483.061 	2545.011 	4085.786 	4555.252 	4275.054 	4650.436 	3118.155 	2473.872 	2504.996 	2526.046 	2822.300 	2300.406 	2585.301 	3073.512 	3859.569 	3845.706 	3062.548 	2893.092 	2997.993 	2931.837 	2418.743 	2502.923 	2645.862 	2444.589 	2801.584 	3226.073 	4637.523 	3946.916 	3503.625 	4139.232 	3210.406 	2479.208 	3507.884 	3817.516 	3806.078 	3172.297 	3170.943 	3693.41 	4439.249 	4679.641 	4671.488 	3560.84 	3576.239 	4410.12 	2631.435 	2638.565 	2908.406 	2414.198 
M,RA100,GWH,BE	157.545 	124.270 	151.550 	135.611 	108.300 	82.824 	64.749 	45.056 	70.005 	93.371 	90.543 	115.424 	128.834 	98.590 	109.481 	92.484 	84.578 	87.448 	55.242 	52.681 	56.681 	93.914 	105.412 	130.549 	132.254 	122.345 	119.996 	109.246 	86.382 	81.696 	87.546 	76.801 	96.278 	100.803 	94.611 	127.171 	132.813 	117.604 	140.596 	74.301 	26.449 	23.466 	72.358 	124.712 	110.183 	138.429 	120.156 	145.025 	149.796 	150.065 	145.283 	132.246 	109.890 	123.228 	130.288 	101.447 	112.852 	129.193 	121.578 	134.775 	164.318 	128.476 	169.247 	160.941 	124.900 	104.767 	110.146 	76.717 	54.945 	132.917 	150.108 	152.049 	141.846 	120.191 	158.715 	164.535 	121.283 	100.022 	106.89 	105.048 	105.584 	134.886 	100.277 	120.419 	118.94 	105.32 
M,RA100,GWH,BG	237.415 	323.405 	548.704 	542.055 	465.229 	328.586 	497.287 	429.650 	325.639 	265.206 	328.723 	400.644 	268.191 	328.994 	296.738 	282.423 	374.126 	460.469 	276.247 	252.310 	165.861 	181.817 	209.061 	259.073 	148.865 	158.618 	335.050 	451.699 	424.220 	382.408 	302.918 	240.679 	197.526 	203.192 	239.489 	289.958 	559.945 	534.611 	518.521 	609.889 	610.364 	521.914 	333.183 	244.447 	197.894 	265.637 	236.688 	461.316 	422.157 	280.854 	378.875 	364.486 	407.050 	429.990 	310.820 	297.548 	195.655 	223.559 	218.338 	265.921 	244.587 	247.621 	201.887 	286.049 	390.366 	511.189 	307.296 	237.634 	139.271 	123.958 	208.299 	201.077 	207.422 	206.245 	270.546 	392.831 	502.847 	379.356 	286.688 	219.436 	135.242 	91.28 	98.09 	108.696 	175.217 	219.998 
M,RA100,GWH,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA100,GWH,CZ	385.417 	307.022 	293.119 	295.441 	213.240 	170.069 	138.222 	129.785 	124.865 	172.858 	189.836 	230.279 	331.456 	293.220 	439.661 	317.460 	268.097 	195.078 	180.693 	190.551 	198.543 	268.675 	201.930 	257.169 	229.951 	282.381 	304.817 	272.986 	225.627 	269.232 	310.742 	281.746 	259.663 	330.811 	343.846 	289.362 	305.152 	396.403 	335.797 	284.643 	336.212 	219.848 	319.884 	294.687 	263.410 	294.364 	259.581 	274.794 	311.975 	269.582 	286.448 	278.300 	228.411 	165.162 	252.642 	232.444 	245.604 	245.392 	235.980 	301.221 	334.179 	284.288 	363.630 	389.044 	322.280 	186.157 	169.461 	218.837 	211.373 	246.372 	284.653 	365.571 	516.158 	353.421 	325.463 	244.215 	223.553 	258.531 	216.216 	192.733 	325.315 	318.682 	239.901 	333.409 	284.380 	242.957 
M,RA100,GWH,DE	2150.262 e	1764.528 e	1828.445 e	2038.187 e	1977.972 e	1667.807 e	1443.562 e	1345.549 e	1466.160 e	1382.177 e	1200.373 e	1776.856 e	1956.213 e	1687.538 e	2284.022 e	1974.883 e	2015.995 e	2105.353 e	1805.206 e	1940.242 e	1654.250 e	1846.497 e	1673.012 e	1832.009 e	1660.882 e	2046.901 e	2147.660 e	1765.563 e	1894.430 e	1890.425 e	1968.046 e	1696.615 e	1703.647 e	2141.908 e	1667.748 e	1630.132 e	1623.310 e	1783.455 e	1827.304 e	1432.969 e	2012.198 e	2075.922 e	2051.989 e	2139.715 e	1757.862 e	1488.613 e	1488.575 e	1803.217 e	1844.526 e	1797.732 e	1625.674 e	1773.329 e	1824.455 e	1787.628 e	1595.670 e	1382.197 e	1456.874 e	1852.471 e	1631.430 e	1727.605 e	1832.497 e	1370.261 e	1857.269 e	2096.344 e	2355.944 e	1655.247 e	1506.962 e	1894.075 e	1641.266 e	1381.162 e	1973.391 e	2321.421 e	2209.92 e	2017.337 e	2033.965 e	2127.344 e	2380.986 e	2174.985 e	2385.583 	2068.914 e	2041.178 	2149.678 	1624.547 	1958.778 	1980.954 	1691.073 
M,RA100,GWH,DK	2.281 	1.921 	1.848 	1.474 	1.112 	0.571 	0.585 	0.768 	1.027 	0.890 	0.986 	1.466 	1.507 	1.692 	2.216 	1.270 	0.943 	0.736 	0.565 	0.802 	1.123 	1.833 	2.054 	2.273 	2.133 	2.701 	2.642 	1.342 	1.107 	0.884 	0.864 	0.800 	1.044 	1.080 	1.249 	1.279 	1.912 	1.503 	1.695 	1.277 	1.476 	1.040 	0.744 	0.983 	1.006 	1.502 	1.398 	1.831 	1.900 	2.100 	2.000 	1.300 	0.900 	0.800 	0.700 	0.700 	0.800 	1.100 	1.200 	1.400 	2.753 	1.955 	1.853 	1.841 	1.059 	0.490 	0.825 	1.035 	1.055 	1.769 	2.486 	2.506 	2.886 	3.068 	2.291 	2.49 	1.576 	1.426 	1.592 	1.377 	1.345 	1.462 	0 	0 	2.558 	1.569 
M,RA100,GWH,EE	2.800 	2.000 	1.800 	3.300 	2.200 	0.500 	0.300 	0.300 	0.300 	0.500 	0.900 	3.300 	0.900 	1.600 	2.800 	2.600 	1.600 	0.700 	0.500 	0.300 	0.500 	1.800 	2.400 	2.600 	4.000 	5.300 	4.400 	3.700 	2.500 	2.900 	1.600 	0.800 	0.900 	2.500 	3.300 	5.100 	2.700 	2.100 	3.500 	3.600 	2.500 	1.100 	0.300 	0.500 	0.400 	0.500 	1.600 	2.100 	2.600 	4.600 	3.900 	4.000 	2.900 	1.400 	0.800 	0.360 	0.300 	0.500 	0.700 	0.900 	2.700 	3.400 	3.000 	3.600 	1.800 	0.500 	0.300 	0.300 	0.600 	0.200 	3.300 	3.000 	2.5 	2.9 	4.3 	4.3 	2.329 	0.9 	0.52 	2 	1.3 	1.7 	3.2 	4 	4.1 	3.3 
M,RA100,GWH,EL	301.141 	452.974 	1191.957 	721.536 	413.788 	430.500 	503.633 	504.065 	377.641 	274.844 	296.650 	333.688 	478.340 	383.497 	269.078 	260.800 	308.735 	386.077 	408.342 	435.661 	289.788 	217.436 	241.577 	372.210 	282.705 	175.887 	244.841 	288.005 	294.863 	385.307 	410.611 	355.108 	299.599 	216.074 	227.103 	260.201 	832.846 	953.618 	355.447 	293.227 	384.917 	406.814 	530.328 	485.568 	258.810 	290.830 	267.613 	901.422 	756.905 	271.436 	411.000 	313.903 	375.490 	423.947 	481.995 	455.129 	291.862 	230.128 	241.995 	354.514 	422.144 	345.774 	265.534 	243.416 	295.313 	440.413 	475.687 	467.906 	390.435 	471.733 	335.055 	560.803 	438.285 	330.464 	354.267 	309.211 	320.511 	417.557 	468.321 	434.3 	277.678 	195.18 	172.77 	300.551 	333.334 	266.281 
M,RA100,GWH,ES	2469.987 	2568.157 	4765.308 	5058.259 	3662.805 	3764.693 	3061.798 	2165.678 	1966.218 	1676.010 	2304.285 	2620.438 	2292.735 	2671.719 	2321.943 	2054.320 	2061.877 	1681.911 	1607.984 	1326.959 	1330.232 	1236.322 	2830.893 	4945.852 	3958.965 	3064.546 	3415.243 	3175.978 	3102.411 	2413.874 	2005.163 	2041.008 	1863.579 	2120.577 	2617.573 	3500.205 	4376.827 	4917.982 	4045.717 	2897.228 	2397.158 	2286.912 	2324.427 	2040.503 	1511.435 	1253.802 	1396.138 	2789.474 	2286.540 	1454.170 	2037.279 	2116.656 	2218.969 	1462.753 	1260.150 	1311.609 	1457.570 	1104.039 	1671.256 	3230.351 	4395.233 	2713.008 	2581.035 	2143.074 	1873.023 	2203.384 	1600.304 	1380.176 	1282.499 	1931.910 	3900.725 	4419.516 	4348.428 	3523.622 	5243.45 	4506.276 	3555.204 	2892.132 	2578.942 	2195.524 	2034.514 	3236.432 	2993.578 	2824.486 	3544.996 	4502.964 
M,RA100,GWH,FI	1483.000 	1383.000 	1326.000 	1254.000 	1618.000 	924.000 	771.000 	679.000 	766.000 	1001.000 	974.000 	979.674 	966.000 	820.000 	975.000 	1107.000 	1568.000 	1264.000 	978.000 	669.000 	820.000 	828.000 	1058.000 	1231.000 	1289.475 	1408.479 	1555.813 	1322.881 	1564.914 	1131.648 	1132.626 	1046.489 	952.706 	1232.875 	1541.000 	1440.000 	1433.328 	1326.408 	1354.207 	1400.112 	1612.000 	1315.000 	938.973 	992.000 	1063.000 	1302.000 	1463.000 	1237.000 	1194.000 	1116.000 	1186.000 	1236.000 	1640.000 	1267.000 	1026.000 	1065.000 	849.000 	787.000 	1036.000 	953.000 	1104.000 	1160.000 	1243.000 	1104.000 	1504.000 	1053.000 	846.000 	1333.000 	1354.000 	1607.000 	1389.000 	1322.000 	1273 	1130 	1297 	1316 	1570 	1387 	1218 	788 	997 	1077 	1016 	1078 	1227.000 	1000.000 
M,RA100,GWH,FR	7375.868 	7250.492 	7198.144 	7027.764 	7723.315 	7610.756 	5332.640 	3962.680 	3079.656 	2984.220 	3988.553 	5172.464 	5077.729 	5149.084 	5261.303 	4603.341 	5655.337 	5865.955 	4489.157 	3839.025 	2669.749 	3894.226 	6582.819 	7955.814 	6422.152 	6393.602 	7452.653 	5194.953 	6781.202 	6457.758 	4698.441 	3772.321 	3453.656 	5241.381 	4595.901 	5804.669 	7393.212 	6974.434 	6019.662 	4107.976 	6343.224 	6290.204 	5698.231 	4470.908 	3490.286 	3104.207 	4078.823 	5377.399 	5992.777 	4460.202 	4660.399 	5155.933 	5079.882 	4099.974 	3541.261 	2749.279 	2505.552 	3095.426 	3888.872 	5153.845 	6444.352 e	3662.049 e	4702.683 e	4660.961 e	5471.596 e	5849.197 e	4065.676 e	3657.816 e	3258.005 e	3659.840 e	6742.446 	7479.236 	7889.249 	6428.501 	7597.214 	6227.578 	7823.662 	6748.369 	6017.742 	4344.115 	4092.257 	6591.309 	5340.934 	6829.694 	7350.819 	6576.295 
M,RA100,GWH,HR	843.080 	770.869 	1098.032 	946.377 	657.506 	499.158 	497.494 	486.699 	352.181 	357.396 	562.890 	609.655 	469.445 	551.051 	319.307 	412.687 	651.535 	535.281 	354.353 	310.636 	232.675 	245.544 	838.354 	925.505 	565.098 	395.970 	517.284 	334.109 	335.815 	387.723 	322.755 	307.576 	356.606 	713.950 	525.161 	973.297 	1024.820 	932.964 	711.446 	596.198 	676.790 	425.817 	352.792 	365.766 	246.407 	306.804 	563.479 	970.404 	753.300 	464.813 	447.906 	439.162 	345.784 	374.134 	336.086 	250.810 	254.477 	338.313 	546.312 	928.581 	852.349 	612.849 	843.804 	586.215 	922.522 	656.780 	560.539 	559.839 	333.546 	461.691 	867.559 	887.135 	796.557 	669.343 	782.314 	553.534 	461.317 	530.772 	479.81 	398.314 	320.142 	648.318 	524.666 	603.529 	662.398 	499.328 
M,RA100,GWH,HU	16.698 	17.517 	14.952 	11.146 	28.045 	25.787 	27.048 	15.211 	13.262 	13.625 	15.622 	16.949 	19.020 	19.508 	18.389 	25.171 	14.495 	18.052 	17.815 	15.214 	9.690 	10.389 	21.334 	24.105 	20.041 	17.940 	14.072 	21.702 	22.832 	16.447 	23.901 	21.993 	14.899 	21.702 	22.014 	20.063 	14.795 	6.529 	16.469 	19.272 	11.850 	24.360 	24.872 	17.530 	18.275 	13.541 	16.324 	18.227 	12.982 	14.916 	21.519 	11.009 	18.660 	15.867 	8.958 	8.184 	13.671 	15.748 	17.008 	11.832 	11.247 	13.815 	13.267 	17.683 	28.929 	27.843 	22.906 	20.899 	16.935 	16.270 	17.523 	8.145 	8.14 	9.483 	21.4 	22.799 	27.888 	27.02 	23.314 	13.473 	13.035 	21.01 	16.961 	20.001 	22.537 	17.984 
M,RA100,GWH,IE	167.000 	132.422 	97.296 	89.406 	51.687 	19.593 	14.980 	37.899 	41.101 	47.533 	76.408 	146.654 	88.189 	106.423 	137.678 	76.789 	31.487 	50.206 	35.800 	78.357 	87.731 	142.530 	135.385 	149.568 	129.738 	139.116 	147.766 	58.420 	35.490 	34.527 	67.477 	93.202 	81.979 	108.469 	152.544 	157.854 	154.310 	148.124 	105.075 	68.484 	63.108 	36.995 	33.322 	62.588 	41.903 	93.650 	95.422 	122.350 	118.068 	122.104 	113.793 	53.942 	29.519 	14.297 	35.239 	27.819 	43.369 	122.724 	153.090 	113.024 	145.595 	80.491 	108.277 	109.907 	45.543 	32.643 	87.688 	116.484 	82.419 	131.109 	143.896 	147.092 	159.542 	140.89 	146.169 	116.419 	66.572 	40.846 	41.035 	58.891 	52.262 	81.643 	82.86 	122.656 	123.449 	106.711 
M,RA100,GWH,IT	2731.000 	2601.000 	3187.000 	4675.000 	6518.000 	6018.000 	4968.000 	4273.000 	3397.000 	2796.000 	4535.000 	3576.000 	2815.000 	2612.000 	2136.000 	3267.000 	4649.000 	5942.000 	5425.000 	4511.000 	3613.000 	2910.000 	4621.000 	4458.000 	3431.000 	2674.000 	2878.000 	3641.000 	5188.000 	5416.000 	4812.000 	4322.000 	4046.000 	4478.000 	3444.000 	3615.000 	3749.000 	3532.000 	3190.000 	3182.000 	4666.000 	5683.000 	5268.000 	4835.000 	3124.000 	3074.000 	2949.000 	3065.000 	2452.000 	1727.000 	1640.000 	1874.000 	3286.000 	3506.000 	3521.000 	2765.000 	2225.000 	1933.000 	2382.000 	2421.000 	2188.000 	1629.000 	1776.000 	1692.000 	4281.000 	4973.000 	4506.000 	4044.000 	3646.000 	3405.000 	4254.000 	3379.000 	3181 	2808 	4252 	5084 	6135 	6612 	6250 	4299 	3990 	5388 	3230 	2298 	3044 	2579 
M,RA100,GWH,LT	108.149 	94.767 	86.953 	79.469 	85.533 	54.345 	44.760 	68.532 	91.138 	106.924 	59.368 	60.739 	78.111 	70.633 	68.081 	57.640 	65.645 	78.196 	100.800 	108.600 	97.700 	80.400 	48.435 	70.871 	86.377 	107.823 	112.585 	77.596 	72.502 	87.299 	84.159 	89.246 	86.732 	67.915 	94.823 	90.825 	90.313 	88.460 	102.710 	107.136 	104.840 	62.160 	58.048 	64.094 	73.522 	98.105 	107.005 	115.068 	119.873 	106.719 	114.617 	78.610 	86.947 	74.639 	58.267 	66.819 	55.362 	66.677 	76.210 	93.874 	122.660 	105.283 	101.784 	86.688 	80.646 	52.617 	55.317 	63.388 	59.772 	69.100 	80.952 	88.068 	88.024 	106.234 	101.64 	92.812 	90.508 	64.672 	78.948 	80.575 	65.645 	73.494 	65.748 	78.523 	86.19 	59.548 
M,RA100,GWH,LU	125.877 	109.619 	139.429 	141.718 	135.532 	109.977 	50.357 	80.261 	94.550 	117.046 	105.450 	116.513 	105.439 	87.367 	110.522 	59.306 	59.159 	66.539 	50.120 	63.076 	54.236 	81.191 	94.029 	106.643 	93.574 e	97.181 e	98.613 e	100.910 e	91.847 e	81.149 	77.326 	82.811 	97.949 	102.357 	75.638 e	88.538 e	97.483 e	87.377 e	94.725 e	94.679 e	93.922 e	75.779 e	76.481 e	84.875 e	92.409 e	90.939 e	87.406 e	96.617 e	88.288 e	93.146 e	95.819 e	90.161 e	77.381 e	89.154 e	103.650 e	81.103 e	105.473 e	100.654 e	100.166 e	90.022 e	97.198 e	78.953 e	106.754 e	96.756 e	102.477 e	87.158 e	63.587 e	107.813 e	132.433 e	125.708 e	113.290 e	114.559 e	106.604 	102.463 	109.86 	119.164 	130.911 	128.839 	129.941 	125.679 	113.864 	112.548 	75.431 	81.996 	71.037 	51.779 
M,RA100,GWH,LV	531.000 	249.000 	247.000 	616.000 	281.000 	84.000 	76.000 	65.000 	54.000 	57.000 	80.000 	78.000 	85.000 	151.000 	387.000 	296.000 	172.000 	76.000 	65.000 	87.000 	77.000 	154.000 	271.000 	275.000 	396.000 	365.000 	486.000 	215.000 	215.000 	168.000 	115.000 	75.000 	110.000 	116.000 	148.000 	177.000 	193.000 	195.000 	398.000 	511.000 	432.000 	186.000 	75.000 	72.000 	81.000 	95.000 	172.000 	281.000 	234.000 	317.000 	361.000 	567.000 	317.000 	217.000 	142.000 	82.000 	58.000 	120.000 	158.000 	161.000 	647.000 	370.000 	577.000 	902.000 	283.000 	84.000 	58.000 	78.000 	69.000 	106.000 	262.000 	342.000 	340 	386 	695 	665 	381 	124 	104 	97 	57 	69 	117 	156 	339 	226 
M,RA100,GWH,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA100,GWH,NL	5.000 	5.000 	5.000 	13.000 	13.000 	13.000 	1.000 	5.000 	5.000 	3.000 	8.000 	10.000 	10.434 	8.055 	8.892 	8.459 	8.446 	6.403 	0.976 	1.025 	0.506 	4.763 	8.043 	8.180 	10.648 	2.405 	5.751 	6.620 	3.700 	2.405 	1.152 	0.077 	0.666 	2.648 	2.757 	7.237 	7.390 	4.237 	11.735 	8.157 	9.451 	8.983 	8.008 	10.202 	3.405 	3.300 	3.430 	5.043 	9.476 	9.760 	10.738 	9.614 	2.855 	2.234 	0.553 	0.071 	0.771 	0.633 	1.148 	2.144 	11.713 	9.916 	12.297 	10.645 	10.086 	1.954 	1.624 	3.792 	0.854 	1.217 	2.705 	1.224 	6.552 	5.093 	11.155 	8.735 	9.57 	8.702 	11.82 	2.927 	2.312 	6.83 	3.654 	8.041 	8.121 	14.528 
M,RA100,GWH,PL	349.044 	246.699 	254.218 	281.151 	200.196 	135.159 	182.351 	141.367 	110.896 	132.080 	130.735 	189.440 	254.346 	258.045 	335.291 	247.979 	310.392 	242.633 	134.909 	138.610 	140.954 	158.382 	186.937 	219.805 	236.432 	304.126 	290.157 	183.531 	201.119 	281.434 	242.717 	166.823 	175.218 	286.992 	267.338 	266.418 	287.507 	273.249 	329.292 	317.460 	340.024 	190.169 	196.427 	228.850 	268.754 	224.311 	189.615 	222.669 	309.981 	345.299 	276.437 	328.748 	246.016 	207.611 	176.175 	194.818 	212.869 	236.308 	203.955 	250.192 	327.686 	357.593 	404.302 	374.880 	329.252 	245.924 	228.855 	276.894 	222.396 	231.780 	289.939 	377.396 	432.125 	423.044 	396.098 	348.356 	254.775 	201.389 	177.531 	169.503 	155.184 	182.916 	164.243 	200.062 	231.162 	193.402 
M,RA100,GWH,PT	711.000 	812.000 	2571.000 	2307.000 	1098.000 	1018.000 	894.000 	661.000 	748.000 	549.000 	860.000 	1260.000 	920.000 	921.000 	874.000 	888.000 	621.970 	300.859 	444.775 	490.202 	654.139 	545.066 	1003.772 	2462.417 	2136.699 	1681.918 	1366.313 	1361.956 	1088.511 	709.649 	486.512 	500.621 	663.768 	990.326 	1313.465 	1598.484 	1731.854 	2718.906 	1851.518 	1133.529 	794.286 	756.248 	803.254 	575.169 	526.431 	670.477 	821.571 	943.956 	906.735 	427.355 	776.395 	773.540 	642.423 	354.271 	342.789 	308.702 	533.756 	400.231 	1016.181 	2269.954 	2869.273 	1382.844 	1063.018 	688.656 	511.118 	770.400 	484.700 	509.939 	666.077 	1305.778 	2335.035 	2144.928 	2597.947 	2099.624 	2858.932 	2336.919 	1333.472 	1062.356 	921.47 	774.688 	815.535 	1376.972 	1293.655 	992.051 	1830.679 	2293.495 
M,RA100,GWH,RO	1240.000 	1256.000 	1885.000 	1949.000 	1742.000 	1498.000 	2085.000 	1629.000 	1213.000 	1073.000 	1099.000 	984.000 	971.000 	1122.000 	1309.000 	1396.000 	2282.000 	2349.000 	1400.000 	991.000 	815.000 	829.000 	948.000 	1060.000 	1078.000 	1041.000 	1255.000 	1109.000 	1045.000 	1707.000 	1721.000 	1342.000 	1025.000 	1287.000 	1280.000 	1281.000 	1262.000 	1638.000 	1516.000 	1614.000 	2147.000 	2050.000 	1512.000 	1110.000 	977.000 	932.000 	896.000 	1167.000 	1248.000 	949.000 	1105.000 	1278.000 	1553.000 	1348.000 	1066.000 	911.000 	983.000 	1125.000 	971.000 	1259.000 	1539.000 	1358.000 	1715.000 	2051.000 	2146.000 	2284.000 	1479.000 	1166.000 	901.000 	914.000 	1195.000 	1449.000 	1496 	1415 	1431 	1426 	1314 	1357 	1083 	833 	858 	1056 	860 	883 	857 	814 
M,RA100,GWH,SE	6736.174 	6649.739 	6591.304 	4921.526 	6070.609 	3862.765 	3141.945 	3616.831 	3862.700 	3962.257 	5469.556 	6125.477 	6406.565 	5456.107 	5766.086 	5379.635 	5367.885 	4889.143 	4950.465 	3827.201 	4464.354 	5660.086 	6333.065 	6121.831 	5931.120 	6441.939 	6998.071 	6218.218 	6078.770 	5341.204 	4692.470 	5865.633 	4640.956 	5702.227 	6190.012 	7114.087 	8101.000 	6814.000 	6325.000 	5870.000 	6255.000 	5380.000 	5468.000 	5493.000 	4980.000 	5377.000 	6283.000 	7263.000 	6175.000 	6010.000 	5979.000 	5705.000 	5178.000 	5379.000 	5650.000 	5778.000 	5723.000 	5199.000 	6310.000 	6501.000 	6068.000 	5737.000 	6530.000 	5455.000 	4983.000 	3922.000 	3765.000 	5445.000 	4331.000 	5901.000 	6805.000 	6795.000 	6559.226 	5993.299 	6545.354 	5439.739 	5592.230 	4274.031 	4410.904 	4194.728 	4998.607 	5233.457 	5563.335 	5526.308 	6846.441 	6389.211 
M,RA100,GWH,SI	403.612 	265.453 	421.239 	644.909 	637.866 	492.611 	330.187 	279.844 	339.223 	279.590 	480.921 	255.692 	193.320 	311.873 	260.964 	391.630 	533.390 	564.859 	344.861 	293.513 	221.836 	251.282 	634.023 	538.710 	320.831 	232.703 	343.678 	316.117 	466.235 	505.900 	458.870 	449.450 	480.632 	673.336 	390.909 	506.620 	461.977 	455.612 	350.780 	370.494 	711.671 	592.788 	453.478 	404.017 	229.622 	263.666 	335.133 	298.431 	277.993 	189.844 	191.895 	299.673 	363.021 	301.184 	214.652 	197.101 	306.765 	335.843 	291.044 	381.045 	351.336 	257.325 	327.494 	362.241 	565.192 	467.036 	522.170 	539.033 	392.422 	408.314 	525.068 	487.295 	460.227 	389.68 	470.879 	516.437 	610.219 	605.378 	456.562 	296.94 	451.034 	608.503 	340.746 	268.7 	348.185 	270.772 
M,RA100,GWH,SK	582.000 	366.000 	352.000 	431.000 	368.000 	294.000 	257.000 	205.000 	230.000 	198.000 	256.000 	299.000 	375.000 	374.000 	570.000 	412.000 	542.000 	509.000 	276.000 	275.000 	252.000 	229.000 	333.000 	321.000 	291.000 	495.000 	475.000 	280.000 	299.000 	491.000 	424.000 	360.000 	344.000 	518.000 	382.000 	311.000 	367.000 	462.000 	382.000 	357.000 	531.000 	394.000 	380.000 	419.000 	345.000 	257.000 	222.000 	274.000 	320.000 	414.000 	351.000 	399.000 	382.000 	295.000 	230.000 	207.000 	262.000 	300.000 	259.000 	314.000 	381.000 	417.000 	443.000 	446.000 	529.000 	362.000 	283.000 	366.000 	269.000 	245.000 	494.000 	557.000 	628 	606 	461 	475 	397 	546 	447 	313 	404 	378 	242 	271 	275 	227 
M,RA110,GWH,AT	2378.472 	1629.087 	1687.609 	2724.650 	2932.534 	2578.146 	2044.550 	1584.304 	1706.952 	1380.162 	1437.146 	1736.100 	1908.807 	1643.674 	2509.014 	2557.400 	2911.047 	3081.412 	2295.506 	2114.780 	1812.559 	1641.843 	1913.153 	1710.308 	1458.886 	1958.832 	2061.748 	1956.601 	2487.124 	2715.071 	2748.881 	2553.624 	2444.897 	2541.795 	1936.320 	1596.564 	1451.986 	1891.265 	1677.033 	1814.941 	2952.649 	2956.752 	2753.905 	2895.798 	1974.246 	1535.160 	1364.981 	1584.026 	1745.236 	1565.099 	1524.293 	2028.798 	2636.960 	2435.826 	1939.180 	1674.236 	1849.393 	1909.901 	1481.306 	1519.392 	1483.063 	1517.721 	1700.919 	2258.355 	3229.826 	2519.698 	2199.569 	2554.751 	1962.282 	1445.580 	2292.335 	2605.273 	2414.931 	2122.87 	2100.346 	2593.535 	3018.319 	2988.356 	2859.226 	2198.536 	2342.756 	2835.644 	1648.906 	1652.904 	1764.379 	1407.176 
