country,date,Hydro_Total_PC,Hydro_Pure_PC,Hydro_Mixed_PC,Geothermal_PC,Wind_Total_PC,Wind_Onshore_PC,Wind_Offshore_PC,Solar_Total_PC,Solar_Thermal_PC,Solar_PV_PC,Other_Renewables_PC,Total_Renewables_PC,Hydro_Total_GWH,Hydro_Pure_GWH,Hydro_Mixed_GWH,Geothermal_GWH,Wind_Total_GWH,Wind_Onshore_GWH,Wind_Offshore_GWH,Solar_Total_GWH,Solar_Thermal_GWH,Solar_PV_GWH,Other_Renewables_GWH,Total_Renewables_GWH,NG_mcm_total,LNG_mcm_total,agg_total_imports,NG_mcm_RU,LNG_mcm_RU,agg_RU_imports,gas_consumption_mcm,coal_consumption_tht,gas_stock_mcm,Russia_dependency_pct,pre_dep_share,ru_share,low,nonmiss_k,all_low_k,eligible,cutoff_hit,first_treat_date,treat,tname,gname,event_time
AT,2018-01-01,54.686,36.837,17.849,0,8.631,8.631,0,0,0,0,0,63.317,3530.954,2378.472,1152.482,0,557.264,557.264,0,0,0,0,0,4088.2180000000003,2518,0,2518,0,0,0,1101,329.978,4406,0,0,0,TRUE,NA,NA,FALSE,FALSE,NA,0,201801,0,NA
AT,2018-02-01,51.073,28.702,22.372,0,7.473,7.473,0,0,0,0,0,58.546,2898.883,1629.087,1269.796,0,424.167,424.167,0,0,0,0,0,3323.0499999999997,3497,0,3497,0,0,0,1182,306.819,2802,0,0,0,TRUE,NA,NA,FALSE,FALSE,NA,0,201802,0,NA
AT,2018-03-01,50.045,31.34,18.706,0,9.775,9.775,0,0,0,0,0,59.82,2694.896,1687.609,1007.287,0,526.367,526.367,0,0,0,0,0,3221.263,4083,0,4083,0,0,0,1094,339.711,1661,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201803,0,NA
AT,2018-04-01,63.799,46.56,17.239,0,10.674,10.674,0,0,0,0,0,74.473,3733.446,2724.65,1008.797,0,624.649,624.649,0,0,0,0,0,4358.095,5152,0,5152,0,0,0,536,248.192,2433,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201804,0,NA
AT,2018-05-01,72.108,47.558,24.55,0,4.866,4.866,0,0,0,0,0,76.974,4446.346,2932.534,1513.811,0,300.039,300.039,0,0,0,0,0,4746.384999999999,4895,0,4895,0,0,0,410,233.387,3201,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201805,0,NA
AT,2018-06-01,68.112,45.146,22.966,0,7.967,7.967,0,0,0,0,0,76.079,3889.653,2578.146,1311.507,0,454.949,454.949,0,0,0,0,0,4344.602,4488,0,4488,0,0,0,407,203.594,4034,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201806,0,NA
AT,2018-07-01,65.276,41.701,23.575,0,7.669,7.669,0,0,0,0,0,72.945,3200.412,2044.55,1155.861,0,375.98,375.98,0,0,0,0,0,3576.392,4850,0,4850,0,0,0,420,190.02,4857,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201807,0,NA
AT,2018-08-01,61.735,37.151,24.584,0,6.915,6.915,0,0,0,0,0,68.65,2632.686,1584.304,1048.382,0,294.872,294.872,0,0,0,0,0,2927.558,4769,0,4769,0,0,0,443,200.202,5820,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201808,0,NA
AT,2018-09-01,57.914,37.245,20.669,0,7.8,7.8,0,0,0,0,0,65.714,2654.213,1706.952,947.26,0,357.462,357.462,0,0,0,0,0,3011.675,4265,0,4265,0,0,0,552,218.675,6443,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201809,0,NA
AT,2018-10-01,47.157,27.615,19.542,0,13.587,13.587,0,0,0,0,0,60.744,2356.859,1380.162,976.698,0,679.065,679.065,0,0,0,0,0,3035.924,3466,0,3466,0,0,0,704,320.918,7008,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201810,0,NA
AT,2018-11-01,46.696,26.664,20.032,0,9.446,9.446,0,0,0,0,0,56.141999999999996,2516.831,1437.146,1079.685,0,509.116,509.116,0,0,0,0,0,3025.947,3667,0,3667,0,0,0,952,307.145,6837,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201811,0,NA
AT,2018-12-01,42.914,27.987,14.928,0,12.141,12.141,0,0,0,0,0,55.055,2662.116,1736.1,926.016,0,753.129,753.129,0,0,0,0,0,3415.245,3861,0,3861,0,0,0,1181,318.058,5897,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201812,0,NA
AT,2019-01-01,45.799,28.688,17.111,0,12.848,12.848,0,0,0,0,0,58.647,3047.295,1908.807,1138.488,0,854.875,854.875,0,0,0,0,0,3902.17,4221,0,4221,0,0,0,1314,308.957,4679,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201901,0,NA
AT,2019-02-01,45.17,29.903,15.266,0,12.758,12.758,0,0,0,0,0,57.928,2482.81,1643.674,839.135,0,701.289,701.289,0,0,0,0,0,3184.099,3329,0,3329,0,0,0,1005,303.401,4225,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201902,0,NA
AT,2019-03-01,57.898,41.447,16.451,0,11.775,11.775,0,0,0,0,0,69.673,3504.866,2509.014,995.852,0,712.815,712.815,0,0,0,0,0,4217.6810000000005,4778,0,4778,0,0,0,830,294.64,4603,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201903,0,NA
AT,2019-04-01,59.748,40.751,18.997,0,12.09,12.09,0,0,0,0,0,71.838,3749.613,2557.4,1192.213,0,758.74,758.74,0,0,0,0,0,4508.353,5390,0,5390,0,0,0,670,282.612,5553,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201904,0,NA
AT,2019-05-01,65.616,46.495,19.12,0,12.532,12.532,0,0,0,0,0,78.148,4108.149,2911.047,1197.101,0,784.625,784.625,0,0,0,0,0,4892.774,5339,0,5339,0,0,0,587,265.871,6530,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201905,0,NA
AT,2019-06-01,72.086,46.876,25.21,0,5.783,5.783,0,0,0,0,0,77.869,4738.599,3081.412,1657.187,0,380.129,380.129,0,0,0,0,0,5118.728,4533,0,4533,0,0,0,412,247.914,7534,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201906,0,NA
AT,2019-07-01,66.136,39.378,26.758,0,5.457,5.457,0,0,0,0,0,71.59299999999999,3855.324,2295.506,1559.818,0,318.112,318.112,0,0,0,0,0,4173.436,4661,0,4661,0,0,0,453,269.743,8381,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201907,0,NA
AT,2019-08-01,64.607,38.166,26.442,0,5.473,5.473,0,0,0,0,0,70.08,3579.939,2114.78,1465.158,0,303.257,303.257,0,0,0,0,0,3883.196,3634,0,3634,0,0,0,496,211.855,8863,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201908,0,NA
AT,2019-09-01,56.486,34.451,22.035,0,7.42,7.42,0,0,0,0,0,63.906,2971.9,1812.559,1159.341,0,390.384,390.384,0,0,0,0,0,3362.284,4008,0,4008,0,0,0,641,211.111,9126,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201909,0,NA
AT,2019-10-01,48.888,30.532,18.356,0,8.993,8.993,0,0,0,0,0,57.881,2628.923,1641.843,987.08,0,483.574,483.574,0,0,0,0,0,3112.497,3280,0,3280,0,0,0,809,266.47,9122,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201910,0,NA
AT,2019-11-01,49.847,31.943,17.904,0,12.084,12.084,0,0,0,0,0,61.931,2985.45,1913.153,1072.297,0,723.731,723.731,0,0,0,0,0,3709.1809999999996,4274,0,4274,0,0,0,961,246.878,9088,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201911,0,NA
AT,2019-12-01,46.04,30.005,16.034,0,14.329,14.329,0,0,0,0,0,60.369,2624.248,1710.308,913.941,0,816.739,816.739,0,0,0,0,0,3440.987,4038,0,4038,0,0,0,1089,236.077,8943,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,201912,0,NA
AT,2020-01-01,44.548,25.248,19.301,0,7.196,7.196,0,0,0,0,0,51.744,2574.128,1458.886,1115.242,0,415.822,415.822,0,0,0,0,0,2989.9500000000003,2685.654,NA,2685.654,NA,NA,0,1280.803,292.636,7858.389,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202001,0,NA
AT,2020-02-01,46.648,33.449,13.199,0,18.472,18.472,0,0,0,0,0,65.12,2731.786,1958.832,772.954,0,1081.76,1081.76,0,0,0,0,0,3813.5460000000003,2938.28,NA,2938.28,NA,NA,0,937.36,272.416,7473.397,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202002,0,NA
AT,2020-03-01,52.303,35.174,17.129,0,12.7,12.7,0,0,0,0,0,65.003,3065.789,2061.748,1004.041,0,744.416,744.416,0,0,0,0,0,3810.2050000000004,4329.699,NA,4329.699,NA,NA,0,903.939,263.956,6922.084,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202003,0,NA
AT,2020-04-01,61.387,40.386,21.001,0,8.153,8.153,0,0,0,0,0,69.54,2974.071,1956.601,1017.47,0,394.974,394.974,0,0,0,0,0,3369.045,4264.705,NA,4264.705,NA,NA,0,590.152,196.928,7201.483,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202004,0,NA
AT,2020-05-01,64.952,44.531,20.421,0,11.875,11.875,0,0,0,0,0,76.827,3627.649,2487.124,1140.526,0,663.242,663.242,0,0,0,0,0,4290.891,4268.468,NA,4268.468,NA,NA,0,475.169,205.656,7928.119,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202005,0,NA
AT,2020-06-01,69.102,44.413,24.689,0,9.989,9.989,0,0,0,0,0,79.09100000000001,4224.384,2715.071,1509.313,0,610.62,610.62,0,0,0,0,0,4835.004,4159.735,NA,4159.735,NA,NA,0,392.105,205.23,8391.856,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202006,0,NA
AT,2020-07-01,69.179,43.626,25.553,0,5.244,5.244,0,0,0,0,0,74.423,4358.982,2748.881,1610.102,0,330.44,330.44,0,0,0,0,0,4689.422,3681.29,NA,3681.29,NA,NA,0,426.415,209.768,8181.691,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202007,0,NA
AT,2020-08-01,67.607,42.823,24.784,0,6.229,6.229,0,0,0,0,0,73.836,4031.532,2553.624,1477.908,0,371.458,371.458,0,0,0,0,0,4402.99,3977.07,NA,3977.07,NA,NA,0,415.155,206.618,8228.669,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202008,0,NA
AT,2020-09-01,66.95,42.21,24.74,0,7.319,7.319,0,0,0,0,0,74.269,3877.899,2444.897,1433.002,0,423.943,423.943,0,0,0,0,0,4301.842,3750.865,NA,3750.865,NA,NA,0,484.511,205.579,8444.264,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202009,0,NA
AT,2020-10-01,58.235,41.026,17.21,0,11.291,11.291,0,0,0,0,0,69.526,3608.06,2541.795,1066.265,0,699.558,699.558,0,0,0,0,0,4307.618,3769.305,NA,3769.305,NA,NA,0,774.436,224.126,8479.296,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202010,0,NA
AT,2020-11-01,55.425,34.953,20.472,0,6.693,6.693,0,0,0,0,0,62.117999999999995,3070.446,1936.32,1134.125,0,370.78,370.78,0,0,0,0,0,3441.2259999999997,3375.8,NA,3375.8,NA,NA,0,983.052,212.03,8263.719,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202011,0,NA
AT,2020-12-01,46.487,28.652,17.835,0,11.066,11.066,0,0,0,0,0,57.553000000000004,2590.365,1596.564,993.801,0,616.629,616.629,0,0,0,0,0,3206.9939999999997,3878.636,NA,3878.636,NA,NA,0,1160.767,238.245,7356.674,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202012,0,NA
AT,2021-01-01,45.756,26.847,18.909,0,10.58,10.58,0,0,0,0,0,56.336,2474.653,1451.986,1022.668,0,572.189,572.189,0,0,0,0,0,3046.8419999999996,3857.281,0,3857.281,0,0,0,1249.298,240.991,5216.771,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202101,0,NA
AT,2021-02-01,53.342,36.093,17.25,0,8.828,8.828,0,0,0,0,0,62.17,2795.16,1891.265,903.894,0,462.601,462.601,0,0,0,0,0,3257.761,2055.995,0,2055.995,0,0,0,1024.985,209.705,3784.658,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202102,0,NA
AT,2021-03-01,48.439,32.715,15.724,0,11.571,11.571,0,0,0,0,0,60.01,2483.061,1677.033,806.028,0,593.146,593.146,0,0,0,0,0,3076.2070000000003,3194.051,0,3194.051,0,0,0,1005.607,237.564,2624.62,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202103,0,NA
AT,2021-04-01,49.653,35.41,14.244,0,14.066,14.066,0,0,0,0,0,63.719,2545.011,1814.941,730.069,0,720.966,720.966,0,0,0,0,0,3265.977,3602.416,0,3602.416,0,0,0,828.029,213.469,2359.797,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202104,0,NA
AT,2021-05-01,63.473,45.869,17.603,0,12.036,12.036,0,0,0,0,0,75.509,4085.786,2952.649,1133.137,0,774.771,774.771,0,0,0,0,0,4860.557,3937.893,0,3937.893,0,0,0,568.365,236.488,2341.627,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202105,0,NA
AT,2021-06-01,72.311,46.936,25.375,0,5.499,5.499,0,0,0,0,0,77.81,4555.252,2956.752,1598.5,0,346.406,346.406,0,0,0,0,0,4901.658,3663.444,0,3663.444,0,0,0,397.566,228.27,3092.05,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202106,0,NA
AT,2021-07-01,70.537,45.439,25.099,0,8.014,8.014,0,0,0,0,0,78.551,4275.054,2753.905,1521.149,0,485.726,485.726,0,0,0,0,0,4760.78,3681.907,0,3681.907,0,0,0,395.884,235.673,3566.263,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202107,0,NA
AT,2021-08-01,72.862,45.371,27.491,0,5.866,5.866,0,0,0,0,0,78.728,4650.436,2895.798,1754.638,0,374.415,374.415,0,0,0,0,0,5024.851,3840.066,0,3840.066,0,0,0,394.475,232.837,4565.433,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202108,0,NA
AT,2021-09-01,65.546,41.5,24.046,0,7.195,7.195,0,0,0,0,0,72.74100000000001,3118.155,1974.246,1143.909,0,342.272,342.272,0,0,0,0,0,3460.427,3573.79,0,3573.79,0,0,0,463.227,208.973,5174.431,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202109,0,NA
AT,2021-10-01,49.186,30.522,18.664,0,13.181,13.181,0,0,0,0,0,62.367,2473.872,1535.16,938.712,0,662.935,662.935,0,0,0,0,0,3136.807,3333.472,0,3333.472,0,0,0,771.613,227.036,5000.693,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202110,0,NA
AT,2021-11-01,44.635,24.322,20.313,0,10.866,10.866,0,0,0,0,0,55.501,2504.996,1364.981,1140.015,0,609.806,609.806,0,0,0,0,0,3114.802,3032.31,0,3032.31,0,0,0,1074.348,230.488,4107.493,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202111,0,NA
AT,2021-12-01,44.35,27.811,16.539,0,12.977,12.977,0,0,0,0,0,57.327,2526.046,1584.026,942.02,0,739.164,739.164,0,0,0,0,0,3265.21,3689.263,0,3689.263,0,0,0,1169.719,243.107,3032.795,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202112,0,NA
AT,2022-01-01,44.408,27.461,16.947,0,16.616,16.616,0,0,0,0,0,61.024,2822.3,1745.236,1077.064,0,1056.02,1056.02,0,0,0,0,0,3878.32,2556.482,0,2556.482,0,0,0,1158.614,248.377,1980.39,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202201,0,NA
AT,2022-02-01,42.521,28.93,13.592,0,18.743,18.743,0,0,0,0,0,61.263999999999996,2300.406,1565.099,735.307,0,1014.004,1014.004,0,0,0,0,0,3314.41,2487.951,0,2487.951,0,0,0,976.866,220.772,1539.149,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202202,0,NA
AT,2022-03-01,46.269,27.28,18.989,0,9.656,9.656,0,0,0,0,0,55.925,2585.301,1524.293,1061.008,0,539.551,539.551,0,0,0,0,0,3124.852,3722.097,0,3722.097,0,0,0,994.523,229.035,1165.804,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202203,0,NA
AT,2022-04-01,54.687,36.098,18.589,0,13.039,13.039,0,0,0,0,0,67.726,3073.512,2028.798,1044.714,0,732.834,732.834,0,0,0,0,0,3806.346,3011.828,0,3011.828,0,0,0,707.085,227.683,1686.726,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202204,0,NA
AT,2022-05-01,63.852,43.626,20.227,0,6.392,6.392,0,0,0,0,0,70.244,3859.569,2636.96,1222.609,0,386.38,386.38,0,0,0,0,0,4245.949,3400.778,0,3400.778,0,0,0,469.171,225.182,2916.385,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202205,0,NA
AT,2022-06-01,66.456,42.093,24.364,0,8.355,8.355,0,0,0,0,0,74.811,3845.706,2435.826,1409.88,0,483.479,483.479,0,0,0,0,0,4329.185,2735.688,0,2735.688,0,0,0,377.996,206.089,4017.12,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202206,0,NA
AT,2022-07-01,61.023,38.639,22.384,0,10.318,10.318,0,0,0,0,0,71.34100000000001,3062.548,1939.18,1123.368,0,517.811,517.811,0,0,0,0,0,3580.359,2604.573,0,2604.573,0,0,0,349.904,214.922,4740.763,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202207,0,NA
AT,2022-08-01,62.035,35.9,26.135,0,9.508,9.508,0,0,0,0,0,71.54299999999999,2893.092,1674.236,1218.855,0,443.399,443.399,0,0,0,0,0,3336.491,2880.303,0,2880.303,0,0,0,318.551,210.786,5953.952,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202208,0,NA
AT,2022-09-01,58.082,35.83,22.253,0,8.577,8.577,0,0,0,0,0,66.659,2997.993,1849.393,1148.601,0,442.704,442.704,0,0,0,0,0,3440.697,2506.69,0,2506.69,0,0,0,470.221,202.906,7102.811,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202209,0,NA
AT,2022-10-01,56.818,37.013,19.805,0,8.883,8.883,0,0,0,0,0,65.701,2931.837,1909.901,1021.936,0,458.376,458.376,0,0,0,0,0,3390.2129999999997,2225.522,0,2225.522,0,0,0,556.726,209.631,8177.181,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202210,0,NA
AT,2022-11-01,48.691,29.82,18.871,0,9.046,9.046,0,0,0,0,0,57.737,2418.743,1481.306,937.437,0,449.389,449.389,0,0,0,0,0,2868.132,1561.986,0,1561.986,0,0,0,804.768,197.686,8272.444,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202211,0,NA
AT,2022-12-01,47.321,28.726,18.595,0,12.507,12.507,0,0,0,0,0,59.827999999999996,2502.923,1519.392,983.531,0,661.514,661.514,0,0,0,0,0,3164.437,1541.55,0,1541.55,0,0,0,965.238,210.357,7677.641,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202212,0,NA
AT,2023-01-01,48.886,27.401,21.484,0,15.448,15.448,0,0,0,0,0,64.334,2645.862,1483.063,1162.798,0,836.11,836.11,0,0,0,0,0,3481.972,1347.752,0,1347.752,0,0,0,925.725,215.835,6853.205,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202301,0,NA
AT,2023-02-01,47.173,29.288,17.886,0,15.706,15.706,0,0,0,0,0,62.879000000000005,2444.589,1517.721,926.869,0,813.917,813.917,0,0,0,0,0,3258.506,1087.431,0,1087.431,0,0,0,805.119,179.642,6212.759,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202302,0,NA
AT,2023-03-01,50.389,30.593,19.797,0,14.878,14.878,0,0,0,0,0,65.267,2801.584,1700.919,1100.665,0,827.195,827.195,0,0,0,0,0,3628.779,1286.4,0,1286.4,0,0,0,691.863,225.815,5904.541,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202303,0,NA
AT,2023-04-01,55.929,39.152,16.777,0,12.328,12.328,0,0,0,0,0,68.257,3226.073,2258.355,967.718,0,711.089,711.089,0,0,0,0,0,3937.162,1451.881,0,1451.881,0,0,0,610.554,212.841,6125.01,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202304,0,NA
AT,2023-05-01,65.85,45.862,19.988,0,8.223,8.223,0,0,0,0,0,74.073,4637.523,3229.826,1407.697,0,579.115,579.115,0,0,0,0,0,5216.638,1936.406,0,1936.406,0,0,0,453.41,209.169,6745.164,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202305,0,NA
AT,2023-06-01,68.154,43.509,24.645,0,5.763,5.763,0,0,0,0,0,73.917,3946.916,2519.698,1427.218,0,333.758,333.758,0,0,0,0,0,4280.674,1556.739,0,1556.739,0,0,0,316.697,204.145,7340.984,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202306,0,NA
AT,2023-07-01,62.993,39.547,23.446,0,8.376,8.376,0,0,0,0,0,71.369,3503.625,2199.569,1304.055,0,465.861,465.861,0,0,0,0,0,3969.486,1542.453,0,1542.453,0,0,0,318.051,213.166,7848.063,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202307,0,NA
AT,2023-08-01,67.88,41.896,25.984,0,7.971,7.971,0,0,0,0,0,75.851,4139.232,2554.751,1584.481,0,486.075,486.075,0,0,0,0,0,4625.307,1223.586,0,1223.586,0,0,0,300.256,186.647,8319.227,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202308,0,NA
AT,2023-09-01,60.985,37.276,23.71,0,9.129,9.129,0,0,0,0,0,70.114,3210.406,1962.282,1248.124,0,480.575,480.575,0,0,0,0,0,3690.9809999999998,767.145,0,767.145,0,0,0,362.711,182.748,8501.918,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202309,0,NA
AT,2023-10-01,52.069,30.36,21.708,0,14.993,14.993,0,0,0,0,0,67.062,2479.208,1445.58,1033.628,0,713.889,713.889,0,0,0,0,0,3193.097,1116.372,0,1116.372,0,0,0,494.026,203.016,8930.016,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202310,0,NA
AT,2023-11-01,55.246,36.102,19.144,0,14.494,14.494,0,0,0,0,0,69.74000000000001,3507.884,2292.335,1215.548,0,920.323,920.323,0,0,0,0,0,4428.207,965.548,0,965.548,0,0,0,764.46,192.843,8710.612,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202311,0,NA
AT,2023-12-01,58.765,40.104,18.661,0,12.368,12.368,0,0,0,0,0,71.133,3817.516,2605.273,1212.243,0,803.453,803.453,0,0,0,0,0,4620.969,1117.727,0,1117.727,0,0,0,915.552,208.935,8355.104,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202312,0,NA
AT,2024-01-01,52.57,33.355,19.215,0,15.46,15.46,0,0,0,0,0,68.03,3806.078,2414.931,1391.147,0,1119.29,1119.29,0,0,0,0,0,4925.368,930.173,0,930.173,0,0,0,1040.509,223.412,7343.085,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202401,0,NA
AT,2024-02-01,53.419,35.748,17.672,0,16.415,16.415,0,0,0,0,0,69.834,3172.297,2122.87,1049.428,0,974.786,974.786,0,0,0,0,0,4147.083,860.468,0,860.468,0,0,0,686.809,204.394,7033.179,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202402,0,NA
AT,2024-03-01,51.99,34.436,17.553,0,16.914,16.914,0,0,0,0,0,68.904,3170.943,2100.346,1070.597,0,1031.621,1031.621,0,0,0,0,0,4202.564,1096.266,0,1096.266,0,0,0,617.26,217.259,6660.622,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202403,0,NA
AT,2024-04-01,57.802,40.589,17.213,0,14.118,14.118,0,0,0,0,0,71.92,3693.41,2593.535,1099.875,0,902.105,902.105,0,0,0,0,0,4595.514999999999,1232.93,0,1232.93,0,0,0,478.681,205.98,6729.272,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202404,0,NA
AT,2024-05-01,65.109,44.269,20.84,0,8.292,8.292,0,0,0,0,0,73.401,4439.249,3018.319,1420.93,0,565.375,565.375,0,0,0,0,0,5004.624,1191.646,0,1191.646,0,0,0,354.519,211.142,7191.111,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202405,0,NA
AT,2024-06-01,67.946,43.39,24.557,0,6.423,6.423,0,0,0,0,0,74.369,4679.641,2988.356,1691.285,0,442.382,442.382,0,0,0,0,0,5122.022999999999,1291.411,0,1291.411,0,0,0,329.903,208.48,7706.335,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202406,0,NA
AT,2024-07-01,67.291,41.186,26.105,0,7.308,7.308,0,0,0,0,0,74.59899999999999,4671.488,2859.226,1812.262,0,507.304,507.304,0,0,0,0,0,5178.792,1443.513,0,1443.513,0,0,0,305.208,203.017,8044.471,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202407,0,NA
AT,2024-08-01,63.608,39.273,24.335,0,7.175,7.175,0,0,0,0,0,70.783,3560.84,2198.536,1362.305,0,401.682,401.682,0,0,0,0,0,3962.522,1384.926,0,1384.926,0,0,0,292.866,192.838,8618.596,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202408,0,NA
AT,2024-09-01,61.097,40.024,21.073,0,13.814,13.814,0,0,0,0,0,74.911,3576.239,2342.756,1233.483,0,808.587,808.587,0,0,0,0,0,4384.826,1293.64,0,1293.64,0,0,0,376.43,187.374,8686.041,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202409,0,NA
AT,2024-10-01,64.055,41.186,22.868,0,10.651,10.651,0,0,0,0,0,74.706,4410.12,2835.644,1574.476,0,733.323,733.323,0,0,0,0,0,5143.443,1023.216,0,1023.216,0,0,0,534.51,199.5,8839.284,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202410,0,NA
AT,2024-11-01,44.34,27.784,16.556,0,12.121,12.121,0,0,0,0,0,56.461000000000006,2631.435,1648.906,982.529,0,719.368,719.368,0,0,0,0,0,3350.803,925.204,0,925.204,0,0,0,956.178,192.696,8339.78,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202411,0,NA
AT,2024-12-01,44.225,27.704,16.521,0,15.567,15.567,0,0,0,0,0,59.792,2638.565,1652.904,985.661,0,928.765,928.765,0,0,0,0,0,3567.33,1143.843,0,1143.843,0,0,0,1009.993,197.98,7325.532,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202412,0,NA
AT,2025-01-01,45.622,27.676,17.945,0,11.616,11.616,0,5.666,0,5.666,0,62.903999999999996,2908.406,1764.379,1144.027,0,740.546,740.546,0,361.182,0,361.182,0,4010.134,663.103,0,663.103,0,0,0,1098.29,207.719,5845.059,0,0,0,TRUE,3,TRUE,FALSE,FALSE,NA,0,202501,0,NA
