country,date,population,gdp_pc_pps,COAL,GAS,OIL,fossil_share,energy_per_capita_gwh,energy_per_capita_mwh
RO,2022-01-01,19042455,26456.5,40860.775,97102.952,122258.609,70.68358529633169,0.019333169698970015,19.333169698970014
RO,2023-01-01,19054548,29687.2,30125.266,91161.271,129187.124,69.9920592714509,0.01878082392718001,18.78082392718001
RO,2024-01-01,19067576,31105.3,NA,NA,NA,NA,NA,NA
SE,2018-01-01,10120242,35911.2,23330.978,11637.25,135238.122,28.67530347388678,0.0586511913450291,58.6511913450291
SE,2019-01-01,10230185,36990.3,21606.389,10962.319,122853.37,26.888198772678603,0.056502480453677034,56.50248045367704
SE,2020-01-01,10327589,36662.8,17490.111,14572.072,98879.875,25.152217023210103,0.050408519742604005,50.40851974260401
SE,2021-01-01,10379295,39667.2,19289.689,11705.524,108655.586,25.463912543570437,0.05283849452202679,52.83849452202679
SE,2022-01-01,10452326,41100.5,17237.722,7318.876,109100.917,25.076949165471053,0.050992433263179884,50.99243326317988
SE,2023-01-01,10521556,42892,16903.467,8358.041,108344.834,25.4696246698802,0.049856818040981764,49.856818040981764
SE,2024-01-01,10551707,44705.3,NA,NA,NA,NA,NA,NA
SI,2018-01-01,2066880,26211,13158.948,8428.469,28539.564,62.85339815175805,0.03858580130438149,38.58580130438149
SI,2019-01-01,2080908,27547.4,12400.151,8555.198,27560.05,61.859473466794675,0.03768951150170983,37.68951150170983
SI,2020-01-01,2095861,26674.6,11864.289,8554.384,23367.672,59.367729040910135,0.03519052790237521,35.19052790237521
SI,2021-01-01,2108977,29290.2,10876.555,9015.367,25494.969,59.586773718397836,0.03611675471093331,36.116754710933314
SI,2022-01-01,2107180,32057.2,8698.592,7949.617,27663.908,59.7353340213735,0.03520380176349434,35.20380176349434
SI,2023-01-01,2116972,34998.1,8433.122,7669.057,25617.286,59.00112779584714,0.0334012948683308,33.4012948683308
SI,2024-01-01,2123949,36088.9,NA,NA,NA,NA,NA,NA
SK,2018-01-01,5443120,21368.3,38832.646,47416.214,44030.709,63.88715261251972,0.037464062706682934,37.46406270668293
SK,2019-01-01,5450421,22104.9,31749.269,47522.778,41844.051,61.19373317181278,0.03631322938173033,36.31322938173033
SK,2020-01-01,5457873,22559.3,26806.979,47546.384,41849.929,60.752213750305195,0.03504555144467451,35.04555144467451
SK,2021-01-01,5459781,24487.9,32834.376,52928.769,43463.024,62.44895288273114,0.03790094914063403,37.900949140634026
SK,2022-01-01,5434712,25639,27944.789,44098.712,44539.514,60.290930503560496,0.03558006698423025,35.58006698423026
SK,2023-01-01,5428792,28350.2,27940.344,41981.421,43335.663,59.23960479810898,0.035216917502088864,35.21691750208886
SK,2024-01-01,5424687,29923.5,NA,NA,NA,NA,NA,NA
