freq,siec,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,RA120,PC,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA120,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 e	0.000 e	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA120,PC,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA120,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA120,PC,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA120,PC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
M,RA120,PC,PT	5.057 	5.778 	10.111 	8.552 	4.536 	3.106 	3.025 	3.459 	3.791 	4.898 	4.193 	6.719 	4.904 	6.252 	5.765 	6.549 	5.065 	2.476 	2.578 	4.507 	5.552 	4.798 	6.692 	11.225 	7.037 	7.111 	7.903 	9.040 	8.204 	5.917 	5.024 	4.165 	4.192 	5.787 	4.772 	7.666 	7.935 	12.077 	6.686 	5.608 	7.481 	4.020 	3.458 	6.225 	4.329 	7.856 	7.854 	7.495 	6.115 	6.493 	5.320 	6.665 	6.792 	4.892 	4.292 	3.751 	3.842 	4.543 	7.001 	9.225 	12.333 	6.999 	7.757 	10.951 	8.692 	7.714 	7.130 	7.767 	8.872 	12.320 	13.059 	12.886 	13.854 	12.59 	13.57 	14.74 	13.155 	13.812 	11.283 	10.818 	12.361 	12.579 	12.492 	11.356 	11.014 	10.729 
M,RA120,PC,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA120,PC,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.088 	0.079 	0.071 	0.071 	0.089 	0.088 	0.086 	0.085 	0.074 	0.068 	0.072 	0.076 	0.065 	0.070 	0.066 	0.073 	0.071 	0.080 	0.077 	0.079 	0.084 	0.068 	0.081 	0.076 	0.068 	0.068 	0.075 	0.044 	0.043 	0.039 	0.037 	0.049 	0.041 	0.044 	0.046 	0.045 	0.040 	0.041 	0.044 	0.042 	0.046 	0.040 	0.041 	0.035 	0.044 	0.040 	0.038 	0.035 	0.043 	0.043 
M,RA120,PC,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA120,PC,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA200,PC,DE	0.028 	0.029 	0.027 	0.032 	0.033 	0.033 	0.024 	0.030 	0.031 	0.021 	0.026 	0.034 	0.033 	0.034 	0.038 	0.041 e	0.043 e	0.044 e	0.031 e	0.030 e	0.027 e	0.034 e	0.034 e	0.032 e	0.040 e	0.044 e	0.042 e	0.056 e	0.040 e	0.047 e	0.041 e	0.033 e	0.030 e	0.026 e	0.026 e	0.042 e	0.044 e	0.044 e	0.043 e	0.032 e	0.042 e	0.039 e	0.031 e	0.038 e	0.034 e	0.037 e	0.047 e	0.046 e	0.047 e	0.041 e	0.040 e	0.032 e	0.057 e	0.033 e	0.039 e	0.048 e	0.035 e	0.057 e	0.037 e	0.039 e	0.028 e	0.038 e	0.050 e	0.045 e	0.047 e	0.043 e	0.038 e	0.032 e	0.041 e	0.032 e	0.041 e	0.054 e	0.034 e	0.048 e	0.048 e	0.053 e	0.063 e	0.036 e	0.03 	0.036 e	0.044 	0.052 	0.048 	0.051 	0.057 	0.064 
M,RA200,PC,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA200,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 
M,RA200,PC,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA200,PC,FR	0.012 	0.013 	0.013 	0.016 	0.016 	0.017 	0.017 	0.019 	0.018 	0.017 	0.015 	0.013 	0.017 	0.018 	0.018 	0.022 	0.021 	0.023 	0.023 	0.025 	0.025 	0.022 	0.020 	0.018 	0.016 	0.018 	0.019 	0.024 	0.024 	0.026 	0.026 	0.027 	0.028 	0.022 	0.020 	0.018 	0.016 	0.019 	0.019 	0.023 	0.022 	0.023 	0.022 	0.023 	0.023 	0.022 	0.020 	0.019 	0.018 	0.021 	0.022 	0.026 	0.028 	0.030 	0.031 	0.033 	0.033 	0.029 	0.026 	0.021 	0.019 e	0.022 e	0.022 e	0.025 e	0.025 e	0.027 e	0.026 e	0.027 e	0.026 e	0.024 e	0.021 e	0.019 e	0.018 	0.020 	0.020 	0.023 	0.023 	0.024 	0.023 	0.024 	0.024 	0.022 	0.020 	0.018 	0.017 	0.020 
M,RA200,PC,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	2.015 	0.798 	0.642 	0.660 	0.723 	0.831 	0.949 	0.751 	0.367 	0.408 	0.631 	0.628 	0.646 	1.000 	0.837 	0.736 	0.651 	0.519 	0.668 	0.527 	0.576 	0.172 	0.355 	0.380 	0.412 	0.603 	0.600 	0.462 	0.631 	0.636 	0.745 	0.619 	0.508 	0.436 	0.459 	0.271 	0.461 	0.646 	0.645 	0.502 	0.442 	0.438 	0.518 	0.409 	0.319 	0.281 	0.258 	0.269 	0.224 	0.232 	0.114 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,HU	0.020 	0.022 	0.036 	0.027 	0.023 	0.025 	0.005 	0.017 	0.024 	0.028 	0.024 	0.000 	0.028 	0.035 	0.034 	0.032 	0.035 	0.024 	0.023 	0.024 	0.025 	0.026 	0.030 	0.036 	0.036 	0.035 	0.034 	0.031 	0.028 	0.025 	0.022 	0.022 	0.011 	0.001 	0.026 	0.037 	0.031 	0.018 	0.021 	0.024 	0.021 	0.006 	0.010 	0.007 	0.010 	0.010 	0.019 	0.029 	0.025 	0.012 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.009 	0.034 	0.036 	0.034 	0.033 	0.031 	0.024 	0.020 	0.007 	0.010 	0.016 	0.021 	0.023 	0.037 	0.024 	0.026 	0.03 	0.018 	0.012 	0 	0 	0 	0.019 	0.023 	0.026 	0.023 	0.023 	0.024 
M,RA200,PC,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,IT	2.158 	2.033 	2.092 	2.295 	2.126 	1.955 	1.792 	1.969 	1.927 	2.095 	1.944 	2.129 	1.906 	1.995 	2.108 	2.171 	2.196 	1.907 	1.726 	1.988 	1.958 	2.103 	2.032 	2.051 	2.011 	2.107 	2.462 	2.452 	2.220 	1.865 	1.781 	1.905 	1.841 	2.135 	2.147 	2.074 	1.945 	2.067 	2.121 	2.153 	2.191 	1.913 	1.797 	2.001 	1.983 	2.111 	1.824 	1.838 	1.913 	1.948 	1.945 	2.150 	2.136 	1.769 	1.706 	1.947 	1.943 	2.135 	2.108 	2.046 	2.117 	2.036 	2.005 	2.372 	2.301 	1.963 	1.727 	1.967 	1.999 	2.224 	2.169 	2.236 	2.172 	2.232 	2.228 	2.148 	2.079 	1.86 	1.666 	1.824 	1.905 	2.047 	1.999 	2.089 	2.038 	1.937 
M,RA200,PC,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 e	0.000 e	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 e	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA200,PC,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA200,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
