freq,siec,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,RA310,PC,FI	6.980 	6.668 	6.642 	5.808 	8.636 	11.359 	5.831 	10.405 	12.455 	10.323 	10.635 	6.647 	6.385 	10.216 	10.443 	8.321 	8.665 	8.922 	6.234 	10.052 	9.424 	8.230 	6.669 	10.596 	14.347 	12.361 	12.511 	10.379 	7.007 	7.853 	8.291 	8.448 	14.096 	11.482 	14.438 	11.118 	7.141 	8.915 	13.620 	10.830 	9.815 	9.091 	9.282 	11.816 	12.196 	16.589 	12.305 	12.500 	18.807 	16.865 	17.725 	11.464 	15.454 	13.188 	12.641 	19.266 	14.947 	23.832 	10.725 	18.707 	25.709 	22.069 	18.858 	14.984 	19.557 	13.702 	10.880 	14.757 	24.052 	17.761 	17.966 	16.053 	24.277 	24.755 	19.806 	25.05 	18.146 	14.222 	14.073 	23.869 	28.791 	32.19 	31.52 	32.895 	26.803 	27.788 
M,RA310,PC,FR	6.593 	4.804 	5.494 	4.743 	3.492 	3.102 	2.441 	3.450 	3.807 	5.408 	5.487 	6.326 	5.236 	5.145 	8.787 	5.457 	5.135 	4.673 	4.273 	4.359 	7.079 	8.237 	7.298 	9.030 	7.528 	11.460 	9.210 	6.105 	6.973 	5.859 	6.026 	6.028 	6.581 	10.234 	6.877 	8.541 	7.036 	8.888 	7.658 	7.362 	9.436 	3.401 	5.625 	5.616 	4.266 	8.252 	6.009 	8.846 	5.919 	11.334 	7.979 	9.607 	6.033 	5.724 	6.002 	7.047 	7.827 	10.374 	12.481 	9.614 	12.005 e	7.691 e	13.655 e	9.808 e	9.337 e	5.766 e	8.717 e	7.688 e	6.367 e	11.097 e	14.009 e	13.100 e	9.900 	12.198 	9.613 	11.213 	6.141 	6.027 	5.171 	5.403 	10.417 	7.823 	8.665 	10.175 	10.019 	7.651 
M,RA310,PC,HR	8.646 	10.770 	8.397 	7.353 	14.414 	12.204 	8.656 	8.828 	10.496 	15.016 	10.883 	9.650 	13.071 	13.396 	17.985 	14.441 	11.411 	8.752 	9.458 	8.553 	12.149 	9.248 	11.623 	12.017 	10.444 	12.620 	18.386 	20.167 	21.365 	10.657 	12.960 	14.127 	14.167 	9.422 	11.796 	10.713 	12.937 	10.639 	14.157 	16.454 	14.122 	9.810 	12.321 	13.370 	14.231 	20.373 	15.223 	15.174 	15.452 	15.784 	22.127 	21.726 	13.677 	13.671 	16.960 	19.848 	20.245 	11.468 	18.326 	12.584 	15.827 	15.705 	12.263 	16.913 	15.583 	12.027 	9.217 	14.275 	19.939 	16.782 	15.923 	15.854 	19.371 	16.388 	17.038 	18.302 	18.541 	11.845 	15.895 	14.122 	24.367 	13.021 	22.694 	20.459 	22.508 	18.848 
M,RA310,PC,HU	2.087 	1.944 	2.208 	2.968 	1.293 	2.322 	1.608 	1.143 	1.448 	2.338 	1.847 	2.521 	2.619 	3.227 	3.058 	2.900 	3.376 	1.312 	1.184 	1.116 	1.389 	1.529 	2.263 	2.924 	1.217 	3.874 	2.478 	1.425 	2.804 	2.420 	1.178 	1.217 	1.232 	2.180 	1.203 	1.957 	1.914 	1.929 	2.338 	2.617 	2.863 	0.983 	1.429 	1.131 	1.260 	1.915 	1.743 	2.365 	2.747 	3.356 	1.361 	2.381 	1.098 	1.323 	1.522 	1.333 	1.531 	1.097 	1.306 	1.811 	2.381 	2.306 	2.554 	2.333 	1.630 	1.052 	1.101 	0.979 	1.146 	2.028 	2.750 	2.330 	2.663 	2.849 	2.742 	2.176 	1.378 	0.944 	1.149 	0.861 	1.986 	1.576 	1.529 	1.85 	1.94 	1.213 
M,RA310,PC,IE	40.827 	32.279 	28.473 	28.813 	20.766 	13.530 	14.045 	23.250 	28.716 	30.212 	39.347 	38.787 	33.504 	46.129 	37.232 	30.828 	21.823 	25.349 	20.577 	33.242 	31.762 	32.979 	32.205 	40.884 	42.618 	50.943 	37.267 	24.818 	30.115 	28.581 	28.136 	24.277 	30.519 	43.634 	39.388 	42.660 	32.960 	51.496 	37.104 	27.480 	32.741 	26.682 	14.476 	23.326 	21.960 	36.064 	33.527 	39.682 	32.345 	54.203 	33.559 	33.320 	34.299 	30.447 	20.970 	20.062 	25.920 	46.180 	46.263 	34.625 	42.309 	42.957 	40.091 	37.631 	24.473 	24.371 	37.785 	37.925 	37.223 	35.457 	42.862 	54.552 	40.058 	47.189 	49.627 	39.587 	25.263 	32.111 	27.746 	43.415 	35.188 	40.276 	32.864 	47.623 	37.528 	56.012 
M,RA310,PC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.894 	8.216 	8.154 	7.230 	9.276 	4.027 	5.363 	6.155 	4.270 	7.448 	7.001 	11.090 	10.158 	10.125 	8.337 	11.251 	5.245 	5.284 	3.859 	5.172 	7.611 	5.044 	9.322 	7.650 	10.542 	8.930 	11.616 	11.612 	7.565 	4.655 	5.226 	7.773 	7.391 	8.970 	14.500 	11.917 	13.314 	11.82 	11.649 	10.145 	7.897 	5.808 	4.425 	3.894 	7.318 	6.392 	8.205 	12.274 	11.526 	6.087 
M,RA310,PC,LT	39.150 	22.675 	33.027 	42.360 	25.567 	39.052 	31.226 	29.793 	39.220 	40.814 	39.835 	42.166 	42.224 	45.469 	50.013 	41.242 	37.256 	37.097 	34.107 	18.647 	35.845 	37.675 	47.324 	49.623 	49.685 	45.114 	34.855 	41.680 	32.173 	15.046 	22.005 	10.261 	25.287 	32.068 	32.299 	34.783 	27.275 	28.740 	32.240 	33.061 	33.433 	15.243 	19.818 	32.796 	26.609 	43.245 	44.890 	33.088 	48.550 	54.827 	25.420 	49.305 	47.246 	28.126 	37.075 	25.957 	38.389 	48.851 	32.855 	29.898 	51.147 	52.967 	57.809 	51.491 	45.848 	38.555 	57.990 	47.229 	50.107 	66.054 	55.709 	57.397 	58.944 	56.266 	62.109 	61.574 	56.371 	49.539 	51.542 	50.263 	60.44 	59.618 	61.897 	59.94 	51.02 	33.681 
M,RA310,PC,LU	18.242 e	13.409 e	11.654 e	10.535 e	7.861 e	7.642 e	10.066 e	10.538 e	10.806 e	12.373 e	14.402 e	16.265 e	15.414 e	14.314 e	19.656 e	15.064 e	13.678 e	12.160 e	9.973 e	11.008 e	15.768 e	17.783 e	13.894 e	17.628 e	17.626 e	23.424 e	19.136 e	11.727 e	11.743 e	10.857 e	11.375 e	11.978 e	9.547 e	13.351 e	25.011 e	18.736 e	17.546 e	21.326 e	17.374 e	12.542 e	16.209 e	7.526 e	10.862 e	11.715 e	7.996 e	20.262 e	12.953 e	16.767 e	16.483 e	26.941 e	15.372 e	16.969 e	11.717 e	7.550 e	7.224 e	9.580 e	10.310 e	16.959 e	20.443 e	22.382 e	26.609 e	24.360 e	25.277 e	18.587 e	15.555 e	11.054 e	20.515 e	13.071 e	11.355 e	23.163 e	30.746 e	30.246 e	52.147 	50.81 	39.322 	37.73 	19.68 	16.662 	15.976 	15.169 	28.5 	27.96 	46.038 	49.226 	45.861 	37.412 
M,RA310,PC,LV	1.589 	0.837 	1.376 	1.463 	1.389 	2.970 	1.592 	1.778 	4.199 	4.103 	1.619 	1.705 	2.170 	3.609 	2.915 	2.204 	2.613 	1.720 	2.521 	1.143 	2.351 	2.724 	1.877 	3.571 	3.816 	3.808 	2.522 	3.947 	2.941 	1.253 	4.962 	1.266 	4.118 	4.192 	3.688 	2.935 	1.485 	1.525 	2.273 	2.443 	2.072 	1.130 	2.280 	6.173 	3.416 	6.093 	3.513 	1.937 	3.846 	4.386 	1.739 	2.128 	2.736 	2.509 	6.731 	4.633 	6.965 	12.727 	3.448 	3.925 	3.700 	3.623 	3.765 	1.827 	4.348 	4.592 	16.418 	6.608 	6.618 	12.937 	3.600 	4.027 	4.447 	3.372 	2.426 	2.672 	2.828 	5.858 	5.842 	4.43 	5.137 	10.959 	8.934 	10.27 	4.984 	1.667 
M,RA310,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA310,PC,NL	8.194 	8.383 	8.794 	5.246 	4.642 	7.220 	3.571 	10.695 	11.180 	9.280 	6.889 	8.563 	7.695 	6.404 	10.062 	6.296 	4.800 	5.170 	3.742 	5.642 	6.817 	7.108 	5.800 	10.144 	9.837 	14.615 	11.066 	7.419 	6.209 	5.661 	5.225 	4.932 	5.288 	10.005 	8.943 	8.929 	8.449 	8.952 	8.109 	7.837 	8.758 	4.018 	6.156 	9.083 	6.020 	13.564 	8.188 	11.418 	13.386 	21.687 	8.157 	13.351 	8.854 	6.103 	6.040 	4.971 	7.961 	13.264 	18.487 	12.396 	20.271 	13.715 	15.976 	13.450 	9.449 	8.560 	14.393 	8.931 	9.076 	18.918 	22.154 	23.529 	19.749 	21.856 	14.664 	18.356 	9.233 	10.195 	10.385 	9.591 	12.796 	12.505 	12.477 	20.258 	13.320 	11.604 
M,RA310,PC,PL	12.421 	4.611 	8.015 	10.939 	6.813 	6.272 	5.237 	5.335 	8.041 	10.950 	7.644 	10.419 	10.603 	12.274 	13.810 	10.405 	8.340 	6.379 	7.502 	4.923 	10.093 	9.167 	10.794 	13.429 	13.868 	17.083 	11.954 	11.589 	10.569 	7.030 	7.616 	6.010 	7.855 	10.360 	9.929 	12.486 	8.747 	10.063 	10.676 	11.017 	11.389 	5.319 	5.305 	7.982 	7.565 	14.893 	11.768 	11.887 	17.074 	19.841 	8.202 	12.562 	10.539 	7.265 	9.875 	5.813 	8.908 	12.817 	9.099 	13.266 	17.391 	17.348 	16.764 	12.440 	12.664 	8.605 	10.721 	11.251 	10.352 	18.710 	16.398 	21.363 	20.985 	20.897 	16.916 	16.677 	12.442 	9.576 	9.706 	9.892 	17.457 	16.115 	16.861 	17.898 	20.087 	10.333 
M,RA310,PC,PT	26.539 	25.097 	32.463 	23.459 	16.992 	14.774 	12.139 	15.702 	9.509 	27.478 	28.288 	23.135 	28.337 	24.631 	29.038 	29.154 	28.603 	20.493 	15.990 	21.844 	23.417 	25.236 	37.573 	26.643 	22.727 	18.734 	29.433 	26.435 	20.639 	23.570 	18.661 	20.480 	16.666 	25.785 	22.309 	31.554 	28.035 	27.754 	23.999 	16.608 	30.478 	23.413 	23.779 	21.383 	22.128 	25.202 	29.676 	40.364 	29.621 	27.286 	34.565 	30.366 	23.367 	22.868 	21.086 	20.715 	25.196 	32.303 	29.419 	29.643 	25.192 	25.544 	30.745 	28.433 	34.398 	19.328 	25.920 	27.574 	21.809 	32.474 	27.847 	26.547 	23.277 	31.422 	27.358 	24.555 	28.489 	23.859 	22.398 	25.205 	32.034 	35.649 	36.025 	32.404 	34.858 	19.481 
M,RA310,PC,RO	12.250 	14.455 	10.531 	11.719 	11.649 	7.769 	4.129 	7.222 	11.368 	12.440 	11.798 	12.113 	15.916 	13.684 	13.686 	13.940 	11.726 	7.872 	6.906 	10.648 	12.075 	9.071 	17.017 	15.787 	12.947 	18.006 	18.813 	17.153 	18.946 	7.424 	8.683 	10.077 	13.107 	13.197 	9.097 	15.612 	17.063 	10.688 	14.032 	9.387 	11.245 	9.574 	8.028 	8.445 	11.312 	13.968 	13.001 	17.833 	20.104 	15.899 	18.417 	17.963 	8.643 	9.602 	10.132 	11.689 	13.226 	9.932 	13.557 	13.457 	18.107 	17.633 	13.172 	14.822 	11.638 	8.337 	11.682 	11.319 	16.582 	15.939 	17.162 	14.256 	15.927 	16.129 	13.058 	13.045 	12.637 	9.454 	8.539 	9.411 	14.247 	11.509 	14.121 	18.249 	12.31 	13.114 
M,RA310,PC,SE	9.347 	7.410 	7.355 	9.944 	8.048 	11.700 	6.545 	12.519 	18.068 	15.358 	11.734 	10.290 	11.235 	14.157 	15.169 	9.953 	11.059 	10.571 	8.851 	11.077 	14.590 	11.763 	9.992 	15.573 	21.055 	19.749 	18.148 	18.354 	13.816 	11.281 	16.217 	11.609 	21.458 	17.309 	22.268 	13.518 	9.603 	15.271 	18.401 	17.673 	11.471 	11.972 	13.209 	15.945 	18.048 	22.839 	17.930 	16.959 	24.034 	22.852 	19.926 	15.510 	20.609 	14.973 	16.721 	14.369 	15.946 	24.667 	15.987 	19.544 	24.611 	26.126 	21.291 	15.556 	21.008 	17.718 	19.694 	15.655 	26.888 	23.523 	17.484 	17.602 	26.555 	23.648 	17.251 	20.778 	16.956 	19.914 	18.151 	23.701 	22.676 	27.707 	29.593 	32.929 	26.300 	21.110 
M,RA310,PC,SI	0.031 	0.054 	0.043 	0.032 	0.039 	0.026 	0.014 	0.042 	0.029 	0.060 	0.061 	0.035 	0.063 	0.043 	0.059 	0.038 	0.030 	0.020 	0.021 	0.046 	0.062 	0.052 	0.037 	0.040 	0.039 	0.033 	0.075 	0.056 	0.048 	0.011 	0.023 	0.029 	0.042 	0.022 	0.050 	0.050 	0.040 	0.038 	0.037 	0.055 	0.028 	0.012 	0.017 	0.034 	0.029 	0.053 	0.070 	0.044 	0.035 	0.039 	0.056 	0.039 	0.038 	0.023 	0.054 	0.048 	0.037 	0.061 	0.088 	0.052 	0.069 	0.055 	0.039 	0.042 	0.087 	0.029 	0.023 	0.024 	0.053 	0.053 	0.036 	0.028 	0.052 	0.023 	0.022 	0.067 	0.024 	0.024 	0.033 	0.028 	0.05 	0.05 	0.067 	0.081 	0.069 	0.083 
M,RA310,PC,SK	0.041 	0.000 n	0.000 n	0.050 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.061 	0.050 	0.045 	0.000 n	0.000 n	0.000 n	0.050 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.045 	0.044 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.041 	0.044 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,PC,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,PC,BE	5.238 	4.658 	3.868 	3.650 	3.297 	4.135 	2.432 	4.014 	6.300 	6.247 	6.765 	8.043 	5.636 	4.791 	6.426 	4.336 	3.963 	4.680 	3.212 	5.073 	5.798 	6.805 	5.953 	7.990 	8.346 	11.457 	9.404 	5.509 	6.137 	5.505 	5.251 	5.803 	7.085 	13.424 	9.619 	10.391 	8.842 	10.177 	6.873 	5.989 	6.198 	2.961 	5.335 	7.186 	5.237 	10.542 	7.707 	9.207 	7.471 	13.251 	5.264 	7.869 	5.449 	5.307 	3.993 	3.343 	5.834 	8.549 	12.049 	9.365 	11.698 	8.109 	11.369 	8.486 	7.703 	6.508 	10.556 	7.150 	6.635 	13.764 	14.901 	16.341 	13.426 	13.961 	10.615 	14.031 	6.305 	6.664 	6.844 	7.95 	10.525 	8.983 	10.03 	13.822 	8.893 	8.672 
M,RA320,PC,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,PC,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,PC,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA320,PC,DE	3.714 e	3.241 e	3.166 e	3.629 e	3.099 e	2.678 e	1.660 e	2.293 e	4.040 e	4.181 e	4.081 e	4.857 e	4.097 e	4.134 e	5.123 e	3.910 e	4.316 e	3.833 e	4.094 e	3.448 e	4.899 e	5.065 e	4.792 e	6.531 e	6.738 e	6.399 e	5.836 e	5.157 e	4.573 e	3.997 e	4.101 e	4.000 e	4.346 e	6.512 e	5.687 e	5.810 e	4.772 e	6.403 e	5.160 e	4.140 e	3.242 e	2.732 e	3.259 e	4.868 e	3.312 e	6.483 e	5.507 e	5.429 e	6.477 e	6.215 e	3.025 e	4.429 e	3.700 e	3.025 e	4.347 e	2.604 e	4.892 e	6.205 e	6.669 e	6.234 e	5.962 e	3.932 e	5.577 e	4.620 e	4.671 e	3.731 e	5.368 e	3.841 e	4.246 e	6.927 e	5.727 e	7.098 e	6.954 e	7.183 e	7.337 e	6.227 e	4.644 e	4.77 e	4.949 	4.385 e	5.47 	6.598 	6.052 	6.437 	6.178 	6.106 
M,RA320,PC,DK	14.957 	12.170 	11.767 	15.689 	16.612 	21.009 	15.060 	20.134 	22.088 	18.938 	15.034 	15.653 	13.628 	15.651 	17.688 	17.772 	23.740 	28.277 	29.391 	26.380 	31.792 	25.136 	23.404 	22.468 	23.486 	22.843 	21.950 	22.042 	23.300 	21.854 	26.592 	23.118 	25.771 	29.210 	25.644 	21.688 	16.103 	19.873 	20.256 	22.202 	24.023 	21.215 	28.830 	30.293 	24.190 	31.025 	27.330 	24.401 	27.740 	29.375 	18.185 	23.289 	23.743 	21.869 	28.936 	19.220 	28.172 	31.029 	30.758 	24.790 	27.861 	24.941 	26.715 	23.700 	24.612 	20.212 	26.576 	22.891 	25.416 	32.700 	28.572 	28.040 	28.253 	30.118 	29.802 	29.097 	26.496 	27.92 	24.831 	24.638 	30.016 	31.443 	27.478 	30.62 	30.403 	26.535 
M,RA320,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,PC,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,PC,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0.000 n
M,RA320,PC,FI	0.291 	0.272 	0.253 	0.255 	0.345 	0.503 	0.266 	0.492 	0.570 	0.479 	0.434 	0.332 	0.301 	0.474 	0.447 	0.357 	0.367 	0.407 	0.300 	0.493 	0.413 	0.343 	0.309 	0.455 	0.547 	0.477 	0.488 	0.461 	0.354 	0.289 	0.373 	0.324 	0.520 	0.432 	0.548 	0.457 	0.247 	0.307 	0.459 	0.402 	0.334 	0.350 	0.387 	0.392 	0.378 	0.583 	0.386 	0.321 	0.492 	0.436 	0.416 	0.292 	0.378 	0.352 	0.353 	0.397 	0.294 	0.467 	0.295 	0.312 	0.434 	0.365 	0.288 	0.205 	0.362 	0.255 	0.206 	0.242 	0.457 	0.304 	0.233 	0.221 	0.302 	0.327 	0.286 	0.334 	0.215 	0.231 	0.199 	0.334 	0.336 	0.388 	0.372 	0.378 	0.322 	0.303 
M,RA320,PC,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,RA320,PC,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
