freq,siec,partner,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,G3000,RU,MIO_M3,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	198.700 	300.000 	0.000 	0.000 	83.800 	101.000 	192.000 	301.100 	504.400 	605.700 	1002.400 	1106.200 	399.900 	702.100 	406.800 	: 	202.400 	285.600 	17.000 	702.400 	511.100 	611.400 	537.200 	582.700 	602.300 	900.200 	334.700 	196.900 	108.700 	94.700 	391.900 	579.300 	602.000 	590.700 	402.300 	842.900 	888.800 	633.300 	1048.000 	414.700 	296.800 	181.200 	323.600 	627.700 	838.800 	891.800 	825.500 	1094.100 	827.300 	867.300 	562.300 	367.200 	157.900 	247.600 	432.500 	750.300 	850.100 	774.500 	971.300 	1155.300 	778.100 	737.700 	720.400 	537.100 	204.300 	85.200 	305.900 	317.500 	581.400 	489.100 	675.600 
M,G3000,RU,MIO_M3,BG	2000.000 	1800.000 	1800.000 	1100.000 	1000.000 	1300.000 	1300.000 	1117.000 	1342.000 	1212.000 	1501.000 	1635.000 	1235.000 	720.000 	732.000 	886.000 	722.000 	661.000 	748.000 	743.000 	540.000 	769.000 	716.000 	766.000 	493.882 	380.805 	420.860 	371.364 	424.218 	361.815 	511.541 	514.600 	516.560 	421.150 	624.310 	661.741 	876.087 	829.784 	1029.156 	942.589 	918.118 	761.452 	1120.883 	1105.304 	867.516 	1168.854 	983.401 	1301.914 	1023.635 	1082.431 	1193.713 	853.722 	818.662 	559.013 	972.081 	1273.828 	1110.114 	961.792 	856.066 	1159.626 	776.628 	871.696 	849.585 	1012.878 	707.115 	713.662 	1297.778 	1446.495 	1372.083 	1364.305 	1218.562 	1271.145 	1169.520 	1172.888 	1362.521 	1163.332 	1368.996 	1106.651 	1429.729 	1394.865 	1351.541 	1406.062 	1405.618 	1449.992 	1478.314 	1469.831 
M,G3000,RU,MIO_M3,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,DE	5020.000 	4535.000 	5004.000 	4860.000 	5017.000 	4860.000 	2882.000 	5028.000 	4843.000 	5021.000 	4796.000 	4887.000 	5127.000 	4549.000 	5023.000 	5098.000 	5019.000 	4776.000 	3177.000 	4765.000 	4719.000 	4883.000 	4839.000 	5019.000 	5087.701 	4735.069 	5025.489 	4860.468 	5023.006 	4973.164 	3046.470 	5025.071 	4821.036 	5068.080 	4908.671 	5147.778 	5231.082 	4632.046 	5055.982 	4885.920 	5026.483 	4763.817 	3269.762 	5005.853 	4869.683 	5012.221 	5017.635 	5192.534 	4771.900 	4488.998 	4852.934 	4819.831 	5000.845 	3048.891 	1196.241 	952.901 	0.000 	0.070 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,EE	48.000 	46.000 	49.000 	22.000 	20.000 	18.000 	19.000 	25.000 	21.000 	38.000 	39.000 	54.000 	44.000 	22.000 	5.000 	25.000 	26.000 	16.000 	17.000 	19.000 	24.000 	11.000 	6.000 	54.000 	: 	12.200 	50.600 	: 	25.000 	13.700 	17.000 	8.100 	: 	20.700 	24.000 	23.800 	3.400 	9.500 	0.000 	12.200 	8.400 	2.200 	14.700 	3.400 	2.300 	2.000 	0.000 	0.000 	0.000 	2.400 	35.200 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	90.566 	93.679 	0.000 	0.000 	98.156 	0.000 	0.000 	97.945 	98.124 	95.721 	93.925 	97.877 	98.261 	0.000 	97.489 	88.301 	88.769 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	88.363 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,ES	92.000 	0.000 	0.000 	98.000 	0.000 	99.000 	99.000 	0.000 	89.000 	198.000 	97.000 	97.000 	91.000 	98.000 	0.000 	97.000 	205.000 	191.000 	567.000 	572.000 	665.000 	289.000 	103.000 	290.000 	292.000 	97.000 	476.000 	195.000 	195.000 	388.000 	286.000 	184.000 	471.000 	273.000 	385.000 	145.000 	234.867 	483.315 	287.278 	194.115 	192.364 	585.905 	196.019 	198.134 	0.000 	227.777 	320.520 	373.151 	193.763 	193.328 	291.518 	291.587 	387.573 	778.405 	472.898 	497.979 	476.327 	384.960 	445.010 	485.029 	566.760 	486.117 	485.618 	579.301 	859.450 	682.476 	779.494 	295.467 	289.854 	380.730 	572.729 	487.517 	772.692 	474.719 	665.931 	475.180 	570.644 	505.294 	677.518 	566.300 	299.574 	370.816 	569.595 	487.874 	574.919 	194.815 
M,G3000,RU,MIO_M3,FI	293.000 	339.000 	342.000 	168.000 	130.000 	134.000 	128.000 	171.000 	193.000 	189.000 	205.000 	286.000 	354.000 	266.000 	248.000 	210.000 	155.000 	140.000 	154.000 	148.000 	173.000 	210.000 	228.000 	243.000 	171.000 	157.000 	150.000 	110.000 	140.000 	98.000 	122.000 	174.000 	151.000 	150.000 	152.000 	203.000 	279.000 	284.000 	212.000 	129.000 	97.000 	121.000 	138.000 	133.000 	132.000 	128.000 	81.000 	231.000 	98.000 	99.000 	196.000 	58.000 	104.000 	21.000 	11.000 	27.000 	22.000 	20.000 	17.000 	35.000 	21.000 	22.000 	10.000 	21.000 	0.000 	0.000 	19.000 	14.000 p	27.000 p	18.000 	10.000 	27.000 p	11.000 	25.000 	21.000 	24.000 	14.000 	32.000 	26.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,HR	139.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	150.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	93.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	89.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	89.387 	0.000 	0.000 
M,G3000,RU,MIO_M3,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,LV	20.000 	1.000 	0.000 	1.000 	1.000 	41.000 	287.000 	367.000 	435.000 	190.000 	57.000 	41.000 	23.000 	0.000 	0.000 	2.000 	254.000 	267.000 	386.000 	317.000 	297.000 	104.000 	4.000 	25.000 	2.843 	0.100 	99.784 	163.023 	184.500 	233.369 	237.977 	163.381 	261.156 	154.951 	78.461 	99.351 	17.594 	5.320 	33.629 	133.955 	364.313 	344.091 	367.457 	282.030 	97.579 	107.457 	17.418 	81.152 	21.820 	33.958 	84.343 	0.000 	56.679 	59.874 	84.441 	21.809 	84.627 	29.676 	0.011 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	0.000 	: 	: 	: 	: 	: 	0.000 	: 	0.000 	: 	0.000 	: 	0.000 	: 	0.000 	: 	: 	0.000 	0.000 	0.000 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	189.722 	0.000 	261.503 	3.854 	273.992 	333.972 	333.692 	375.975 	369.844 	96.965 	271.874 	467.429 	429.228 	317.488 	616.588 	194.629 	460.715 	246.324 	410.231 	144.907 	147.021 	80.624 	247.928 	361.485 	245.969 	150.170 	225.622 	444.302 	246.572 	364.110 	95.157 	121.325 	236.251 	374.688 	349.987 	396.131 	321.910 	376.585 	481.966 	352.404 	252.732 	116.712 	235.180 	222.562 	118.483 	130.047 	114.300 	116.905 	128.267 	110.128 	121.968 	127.063 	130.226 	0.000 	0.000 	112.924 	118.380 	118.532 	121.923 	118.257 	110.422 	130.761 	113.689 	0.000 	120.863 	119.904 	240.310 	209.143 	264.176 	244.848 	233.656 	278.766 	251.440 	250.634 
M,G3000,RU,MIO_M3,PL	3.000 	3.000 	3.000 	3.000 	3.000 	2.000 	3.000 	2.000 	2.000 	2.000 	3.000 	2.000 	3.000 	2.000 	3.000 	3.000 	3.000 	3.000 	2.000 	2.000 	3.000 	4.000 	6.000 	5.000 	4.233 	4.757 	4.808 	3.575 	3.783 	4.307 	4.582 	5.492 	5.874 	4.944 	7.768 	6.289 	5.312 	6.251 	7.320 	6.075 	5.619 	3.068 	2.586 	6.467 	7.336 	7.081 	9.247 	9.012 	4.349 	5.621 	8.558 	5.852 	5.357 	5.627 	6.324 	4.857 	4.385 	0.276 	0.050 	0.757 	1.268 	0.979 	1.753 	0.964 	1.351 	1.207 	0.051 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	78.029 	: 	: 	97.732 	97.448 	: 	188.375 	: 	: 	: 	92.290 	193.238 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	110.900 	0.000 	0.000 	0.000 	0.000 	99.202 	0.000 	101.008 	0.000 	0.000 	102.655 	0.000 	0.000 	0.000 	0.000 	0.000 	98.034 	0.000 	97.294 	0.000 	0.000 	0.000 	99.255 	0.000 	98.074 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	98.693 	0.000 	0.000 	0.000 	101.466 	0.000 	0.000 	98.451 	0.000 	97.209 
M,G3000,RU,MIO_M3,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	20.000 	7.000 	1.000 	6.000 	2.000 	1.000 	11.000 	17.000 	: 	2.000 	: 	1.060 	11.500 	14.720 	: 	6.000 	: 	18.000 	18.000 	39.000 	18.000 	33.000 	16.000 	19.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	20.167 	9.984 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.289 	0.000 	0.000 	0.000 	16.903 	0.000 	0.000 	0.000 	0.000 	0.000 	7.197 	12.380 	9.584 	11.243 	12.857 	12.229 	8.122 	16.732 	10.877 	7.503 	11.714 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,RU,MIO_M3,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,RU,MIO_M3,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,RU,MIO_M3,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	198.700 	300.000 	0.000 	0.000 	83.800 	101.000 	192.000 	301.100 	504.400 	605.700 	1002.400 	1106.200 	399.900 	702.100 	406.800 	: 	202.400 	285.600 	17.000 	702.400 	511.100 	611.400 	537.200 	582.700 	602.300 	900.200 	334.700 	196.900 	108.700 	94.700 	391.900 	579.300 	602.000 	590.700 	402.300 	842.900 	888.800 	633.300 	1048.000 	414.700 	296.800 	181.200 	323.600 	627.700 	838.800 	891.800 	825.500 	1094.100 	827.300 	867.300 	562.300 	367.200 	157.900 	247.600 	432.500 	750.300 	850.100 	774.500 	971.300 	1155.300 	778.100 	737.700 	720.400 	537.100 	204.300 	85.200 	305.900 	317.500 	581.400 	489.100 	675.600 
M,G3200,RU,MIO_M3,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
